transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN002640,M97151,978-0-612-21503-0,2024-07-11,,BR007
TXN002641,M23787,978-0-698-36923-8,2024-09-22,2024-10-01,BR014
TXN002642,M42986,978-0-02-886616-1,2024-12-01,2024-12-10,BR007
TXN002643,M56748,978-0-7702-8519-7,2025-01-21,2025-01-29,BR012
TXN002644,M86779,978-0-01-819023-8,2025-02-06,2025-02-10,BR007
TXN002645,M73945,978-0-9766105-4-0,2025-02-09,2025-03-09,BR007
TXN002646,M97498,978-1-06-834260-8,30/08/2024,2024-09-25,BR002
TXN002647,M94237,978-0-650-53477-3,12/28/2024,2025-01-22,BR002
TXN002648,M41275,978-1-5278-6109-1,2025-10-12,2025-11-04,BR007
TXN002649,M15225,978-0-07-622821-8,2025-07-02,2025-07-30,BR014
TXN002650,M78519,,2026-03-31,2026-04-21,BR007
TXN002651,M66596,978-1-65240-415-6,2024-07-20,2024-07-21,BR004
TXN002652,M92643,978-1-55084-289-0,2026-03-12,2026-04-07,BR005
TXN002653,M13719,978-0-7320-8652-7,02/03/2025,2025-03-14,BR006
TXN002654,M56186,978-0-15-818970-3,2026-04-25,2026-04-27,BR005
TXN002655,M52534,978-1-64338-722-2,2024-10-08,2024-10-15,BR013
TXN002656,M83200,978-0-2286-7106-0,2024-10-05,2024-10-18,BR011
TXN002657,M55683,978-0-03-589298-6,2025-06-14,2025-06-17,BR014
TXN002658,M53747,978-1-354-10577-1,2025-06-11,2025-06-19,BR012
TXN002659,M51488,978-0-15-940821-6,2026-05-19,2026-06-09,BR015
TXN002660,M63223,978-1-60737-238-7,2024-09-30,2024-10-13,BR011
TXN002661,M36496,978-0-659-10044-3,2024-08-07,2024-08-22,BR006
TXN002662,M57377,978-0-295-78606-3,2025-02-08,,BR006
TXN002663,M34876,978-0-265-24948-2,2025-06-05,2025-06-15,BR012
TXN002664,M83389,978-0-10-448177-6,2025-09-28,2025-10-05,BR010
TXN002665,M22237,978-0-678-12883-1,2025-10-18,2025-10-31,BR015
TXN002666,M44520,978-1-83747-558-2,2025-09-20,2025-09-25,BR009
TXN002667,M60494,978-0-7300-9928-4,2025-12-20,2025-12-23,BR010
TXN002668,M52445,978-1-996736-72-2,2025-07-13,,BR014
TXN002669,M81825,978-1-81459-009-3,2025-05-24,2025-06-20,BR001
TXN002670,M38701,978-1-291-87683-3,2024-11-11,2024-11-18,BR008
TXN002671,M29054,,2025-04-20,2025-05-18,BR004
TXN002672,M90244,978-1-299-64574-5,2025-09-05,2025-09-24,BR007
TXN002673,M35197,978-0-945659-77-8,2025-10-16,2025-11-04,BR010
TXN002674,M60738,978-1-232-66000-2,2025-02-08,2025-02-22,BR013
TXN002675,M58526,978-0-624-67287-6,2024-08-15,2024-08-18,BR006
TXN002676,M27628,978-0-00-679900-9,11/03/2025,2025-03-16,BR013
TXN002677,M22664,978-0-209-96676-5,2026-03-16,2026-03-27,BR012
TXN002678,M23737,978-0-914603-78-8,2025-11-17,2025-12-10,BR004
TXN002679,M94536,978-1-80927-045-0,2026-01-25,2026-02-21,BR008
TXN002680,M16973,978-0-7254-4225-5,2025-09-24,2025-09-27,BR008
TXN002681,M32458,,2025-04-04,2025-04-06,BR008
TXN002682,M55561,978-1-57490-250-1,2024-10-30,2024-11-02,BR002
TXN002683,M46187,978-0-587-13971-3,05/22/2025,2025-06-05,BR012
TXN002684,M27479,978-0-926322-39-4,2025-04-20,2025-05-08,BR011
TXN002685,M98430,978-1-203-70878-8,2024-12-06,2024-12-23,BR010
TXN002686,M63364,978-1-08-335142-5,2025-04-26,2025-05-24,BR011
TXN002687,M10888,978-0-583-28182-9,2024-07-19,2024-08-07,BR012
TXN002688,M25687,978-1-80973-397-9,2024-07-29,,BR010
TXN002689,M64225,978-0-7517-5889-4,2024-09-20,2024-10-15,BR004
TXN002690,M33506,978-1-354-03317-3,2024-09-15,2024-10-09,BR011
TXN002691,M25663,978-0-18-005375-1,2026-03-23,2026-04-14,BR007
TXN002692,M60783,978-0-7110-7351-7,2025-06-29,2025-07-27,BR012
TXN002693,,978-1-4402-8253-9,2024-08-03,2024-08-17,BR006
TXN002694,M43031,978-1-4210-1750-1,2026-05-24,2026-06-01,BR005
TXN002695,M56032,978-0-531-36363-8,2025-03-17,2025-03-21,BR006
TXN002696,M78664,978-1-66162-950-2,2024-11-11,2024-11-13,BR001
TXN002697,M99484,978-0-295-78606-3,2024-08-02,2024-08-19,BR001
TXN002698,M11648,,08/17/2024,2024-09-12,BR007
TXN002699,M84459,978-0-933051-72-0,2026-04-07,2026-04-27,BR003
TXN002700,M75300,978-0-01-680941-5,2026-01-27,,BR006
TXN002701,M99545,978-1-83618-837-7,2025-06-18,2025-07-17,BR006
TXN002702,M67763,978-0-929578-67-5,2026-02-12,2026-03-11,BR009
TXN002703,M68340,,2024-07-06,2024-08-04,BR001
TXN002704,M25765,978-0-284-42347-4,2025-01-22,2025-02-03,BR015
TXN002705,M99526,978-1-70499-096-5,2024-10-01,2024-10-17,BR003
TXN002706,M35317,978-0-14-065266-6,2025-11-23,2025-12-11,BR008
TXN002707,M60966,978-1-86305-050-0,2026-05-12,2026-05-23,BR011
TXN002708,M42272,978-0-444-54460-5,2025-12-11,2026-01-06,BR014
TXN002709,M62990,,2024-12-19,2025-01-18,BR001
TXN002710,M72970,978-0-01-819023-8,2025-12-06,2025-12-09,BR002
TXN002711,M96967,978-1-378-26018-0,10/09/2024,2024-10-27,BR010
TXN002712,M78376,978-0-01-460193-6,2026-01-09,2026-01-20,BR011
TXN002713,M27757,978-0-14-281785-8,2024-08-31,2024-09-14,BR005
TXN002714,M62984,978-1-335-69392-1,2025-02-07,,BR008
TXN002715,M23673,978-1-4043-1090-2,12/02/2024,2024-12-18,BR010
TXN002716,M47643,978-0-577-75478-0,04/22/2025,2025-04-29,BR009
TXN002717,M21689,978-1-278-57103-4,2026-06-14,2026-07-02,BR012
TXN002718,M32722,978-1-05-830033-5,2024-08-23,,BR009
TXN002719,M49707,978-0-910873-92-5,19/06/2026,,BR009
TXN002720,M99674,978-0-292-66254-4,2025-12-21,2026-01-07,BR009
TXN002721,M58604,978-1-85487-099-5,2025-09-27,2025-10-12,BR015
TXN002722,M34340,978-1-68446-794-5,2025-10-28,2025-11-13,BR002
TXN002723,M37097,978-1-5271-1116-5,2025-02-09,2025-02-16,BR001
TXN002724,M25247,978-1-923226-02-9,2025-02-09,2025-03-08,BR015
TXN002725,M53352,978-1-280-07272-7,2026-04-02,2026-05-02,BR014
TXN002726,M62685,,2025-08-29,2025-09-18,BR003
TXN002727,M97625,978-1-84377-140-1,07/28/2024,2024-08-25,BR011
TXN002728,,978-0-9999001-0-9,2024-09-21,2024-10-05,BR007
TXN002729,M64216,978-1-5146-0401-4,2025-09-14,2025-09-23,BR014
TXN002730,M88660,,2025-07-20,2025-08-12,BR012
TXN002731,M68868,978-0-8186-5507-4,2025-12-06,2025-12-10,BR002
TXN002732,M30830,978-1-233-44666-7,2025-02-26,2025-03-09,BR002
TXN002733,M31937,978-1-875207-02-2,2024-08-18,2024-09-10,BR011
TXN002734,M62193,978-0-7681-0248-2,2024-09-18,2024-09-27,BR005
TXN002735,M24220,978-0-10-108965-4,2025-03-27,2025-04-03,BR014
TXN002736,M21338,978-1-60285-869-5,2025-08-02,2025-08-04,BR004
TXN002737,M71467,978-0-577-71183-7,2025-05-27,,BR004
TXN002738,M60864,978-1-65911-665-6,2024-12-22,2025-01-03,BR004
TXN002739,M67423,978-0-915480-44-9,2024-08-12,2024-09-03,BR010
TXN002740,,978-0-403-25376-0,2024-11-21,2024-12-02,BR013
TXN002741,M15735,978-0-08-921963-0,2024-09-23,2024-10-02,BR006
TXN002742,M33006,978-1-82984-933-9,2025-10-16,2025-10-29,BR015
TXN002743,M59811,978-1-76527-284-0,2026-05-15,,BR009
TXN002744,M34112,978-1-4743-7019-6,2025-07-12,2025-07-13,BR011
TXN002745,M67741,978-1-354-12012-5,2024-07-07,2024-07-25,  BR010 
TXN002746,M31115,978-1-265-59469-5,2025-04-20,2025-04-23,BR001
TXN002747,M63729,978-1-5231-2432-9,2024-10-03,2024-10-27,BR010
TXN002748,M52160,978-0-9833477-4-3,04/20/2025,2025-04-28,BR015
TXN002749,M10773,978-0-943370-26-2,2024-11-06,2024-12-01,BR001
TXN002750,M84311,978-0-650-20002-9,2026-03-06,2026-03-25,BR013
TXN002751,M81510,978-0-09-072208-2,2025-03-04,2025-03-17,  BR015 
TXN002752,M47023,978-1-247-36500-8,2025-07-07,2025-07-15,BR008
TXN002753,M99506,978-1-300-59377-5,2025-12-09,2025-12-30,BR006
TXN002754,,978-1-883607-65-4,2025-01-24,2025-02-05,BR008
TXN002755,M39339,978-0-7155-9835-1,2025-04-01,2025-04-30,BR007
TXN002756,M31013,978-0-05-486874-0,2025-08-28,2025-09-02,BR007
TXN002757,M15577,978-0-938373-96-4,2024-11-27,2024-12-10,BR014
TXN002758,M26387,978-0-18-422013-5,2024-08-19,2024-09-02,BR004
TXN002759,M64752,978-1-66423-940-1,2025-01-21,2025-02-05,BR008
TXN002760,M57652,978-0-7949-9952-0,2025-10-15,2025-10-22,BR003
TXN002761,M42244,978-0-482-35715-1,28/06/2025,2025-07-26,BR010
TXN002762,M96419,978-1-67514-975-1,2026-03-23,2026-04-20,BR015
TXN002763,M63504,978-0-335-62303-7,2025-07-14,2025-07-30,BR004
TXN002764,M24240,978-1-66423-940-1,2024-07-16,2024-08-10,BR005
TXN002765,M91735,978-1-66194-588-6,2025-10-15,2025-11-13,BR004
TXN002766,M30541,978-1-04-393516-0,2025-05-31,2025-06-15,BR007
TXN002767,M13124,978-1-266-22549-9,2024-08-16,2024-08-25,BR010
TXN002768,M99211,978-1-205-75639-8,10/04/2026,2026-05-06,  BR011 
TXN002769,M35927,978-1-02-944203-3,18/02/2026,2026-03-14,BR008
TXN002770,M27112,978-1-185-17696-4,2025-06-28,2025-07-23,BR006
TXN002771,M90258,978-0-903404-38-9,2025-01-04,,BR011
TXN002772,M18566,978-0-436-34957-7,2025-02-09,2025-02-11,BR015
TXN002773,M53451,978-1-09-955049-2,2024-08-04,2024-08-11,BR015
TXN002774,M29739,978-0-19-604722-5,2024-10-22,,BR014
TXN002775,M91688,978-1-193-94278-0,2025-06-21,2025-07-07,BR015
TXN002776,M54383,978-1-396-15976-3,2025-01-06,2025-01-24,BR005
TXN002777,M30946,978-0-19-952980-3,2025-07-07,2025-07-25,BR003
TXN002778,M91040,978-1-72179-316-7,2025-01-02,2025-01-25,BR009
TXN002779,M46861,978-1-82322-041-7,2025-01-17,2025-01-22,BR002
TXN002780,M68314,978-1-4518-7053-4,2026-05-16,2026-06-01,BR003
TXN002781,M59724,978-1-72779-010-8,2025-05-18,2025-06-14,BR010
TXN002782,M57498,978-1-4344-8213-6,2026-02-23,2026-03-24,BR010
TXN002783,M12602,978-0-570-16206-3,2025-04-22,2025-04-25,BR006
TXN002784,M58492,978-1-4731-5847-4,2025-05-08,2025-05-21,BR010
TXN002785,M29593,978-1-343-69709-6,2024-08-07,2024-08-30,BR011
TXN002786,M20888,978-0-14-215634-6,2025-02-11,2025-03-02,BR001
TXN002787,M64753,978-1-04-747338-5,2026-01-03,2026-01-20,BR014
TXN002788,M46732,978-1-7359255-5-4,2026-01-25,2026-01-31,BR008
TXN002789,M16817,978-0-18-039662-9,12/19/2025,2026-01-02,BR005
TXN002790,M54239,,2024-09-23,2024-10-15,BR012
TXN002791,M70042,978-0-8429-0696-8,07/28/2025,,BR009
TXN002792,M91811,,2024-08-24,,BR010
TXN002793,M59895,978-0-7204-0947-5,2024-08-18,2024-09-10,BR007
TXN002794,M98067,978-1-76353-673-9,2024-10-31,2024-11-17,BR006
TXN002795,M65641,978-1-252-78630-0,2025-06-23,2025-07-17,BR003
TXN002796,M44286,978-1-288-68879-1,2025-05-18,2025-06-17,BR005
TXN002797,M68965,978-0-7520-8854-9,2024-12-08,2024-12-19,BR013
TXN002798,M76688,978-0-8424-9818-0,02/22/2026,2026-03-19,BR013
TXN002799,M24031,978-0-564-09951-1,2025-06-03,,BR006
TXN002800,M84961,978-0-234-23216-3,2025-09-02,,BR014
TXN002801,M11762,978-1-285-35339-5,05/16/2025,2025-05-19,BR014
TXN002802,M30479,978-0-15-750927-4,2025-07-13,2025-08-08,BR011
TXN002803,M97154,978-0-447-44309-7,2025-01-29,2025-02-05,BR001
TXN002804,M20637,978-1-60324-204-2,2025-11-23,2025-12-15,BR001
TXN002805,M40549,978-1-4328-0634-7,2025-06-03,2025-06-20,BR007
TXN002806,M35249,978-1-76164-534-1,2024-12-18,2025-01-07,BR012
TXN002807,M34387,978-1-5347-6414-9,2026-06-21,2026-07-06,BR014
TXN002808,M34238,978-0-571-73203-6,2025-10-12,2025-10-21,BR003
TXN002809,M28860,978-0-402-50064-3,2025-10-10,2025-11-02,BR004
TXN002810,M19932,978-0-221-81698-7,2025-10-11,2025-10-17,BR013
TXN002811,M61729,978-1-294-36109-1,2026-02-26,2026-03-15,BR005
TXN002812,M93964,978-1-4876-2965-6,2026-04-21,2026-05-15,BR005
TXN002813,M41558,978-1-338-53247-0,2024-09-14,2024-09-17,BR005
TXN002814,M18076,978-1-05-190854-5,2025-04-29,2025-05-19,BR015
TXN002815,M66373,978-1-4599-8413-4,2025-02-24,2025-03-18,BR001
TXN002816,M21564,978-0-450-56693-6,2025-01-24,2025-02-15,BR012
TXN002817,M18634,978-0-7298-2689-1,2026-02-19,2026-03-17,BR008
TXN002818,M72973,978-1-08-649426-6,2026-01-29,2026-02-16,BR013
TXN002819,M34941,978-1-316-11776-7,2025-01-18,2025-02-01,BR001
TXN002820,M70941,978-1-4230-6002-4,12/01/2026,2026-01-25,BR015
TXN002821,M70768,978-0-462-67132-1,10/05/2025,2025-10-29,BR008
TXN002822,M60536,978-0-16-558523-9,2025-03-08,2025-03-19,BR014
TXN002823,M59998,978-0-15-767647-1,2025-05-16,2025-05-30,BR007
TXN002824,M96739,978-0-06-178932-8,2025-05-29,2025-06-05,BR010
TXN002825,M22431,,2026-02-10,2026-02-21,BR008
TXN002826,M35920,,2025-12-11,2026-01-07,BR007
TXN002827,M82001,978-1-62090-144-1,2025-09-12,2025-09-28,BR008
TXN002828,M66735,978-0-529-86707-0,2025-12-07,2025-12-09,BR008
TXN002829,M56316,978-0-206-79981-6,2025-06-13,2025-07-03,BR006
TXN002830,M47921,978-1-103-40573-2,2025-05-19,2025-06-02,BR008
TXN002831,M74291,,2024-08-09,2024-08-20,BR005
TXN002832,M92635,978-0-903979-97-9,2025-02-10,2025-02-15,BR010
TXN002833,M79420,978-0-09-490763-8,2025-10-10,2025-10-15,BR013
TXN002834,M58439,978-1-938546-09-9,2025-03-03,,BR002
TXN002835,M58497,978-0-335-10409-3,2024-11-30,2024-12-30,BR006
TXN002836,M50964,978-1-312-97341-1,2026-06-24,2026-07-05,BR013
TXN002837,M85657,978-0-8120-5464-4,2024-08-21,2024-09-01,BR015
TXN002838,M92926,978-0-946209-35-4,2024-11-20,2024-11-28,BR012
TXN002839,M42649,978-1-378-42055-3,2026-01-18,,BR015
TXN002840,M76972,978-1-79232-671-4,2025-01-07,2025-01-18,BR013
TXN002841,M20657,978-1-168-09564-0,2024-10-18,2024-11-11,BR010
TXN002842,M44866,978-0-04-616388-4,02/11/2024,2024-11-27,BR013
TXN002843,M46203,978-0-445-38565-8,2025-03-13,2025-03-29,BR014
TXN002844,M42320,978-1-02-606474-0,2024-11-05,2024-11-25,BR006
TXN002845,M73249,978-1-390-83521-2,2025-10-09,2025-10-20,BR006
TXN002846,M89268,978-0-265-74223-5,2025-08-24,2025-08-31,  BR014 
TXN002847,M88326,978-0-499-29009-0,2025-08-09,,BR012
TXN002848,M35551,978-1-369-22591-4,2025-04-05,2025-04-18,BR005
TXN002849,M65442,978-1-5168-0876-2,16/11/2025,2025-11-21,BR005
TXN002850,M48810,,2025-01-04,2025-01-18,BR011
TXN002851,M20316,978-0-87181-335-0,2025-03-25,2025-04-12,BR008
TXN002852,M30575,978-0-680-61349-3,2025-03-06,2025-03-21,BR002
TXN002853,M46169,978-1-120-38467-6,10/15/2025,2025-11-03,BR008
TXN002854,M26847,978-1-5107-6226-8,2025-09-30,,BR002
TXN002855,M52799,978-0-16-556238-4,2025-02-23,2025-03-19,BR003
TXN002856,,978-0-18-601811-2,2026-03-04,2026-03-10,BR011
TXN002857,M52809,978-0-553-71478-4,2025-06-29,2025-07-18,  BR011 
TXN002858,M84518,,2025-01-27,,BR009
TXN002859,M27284,978-0-538-33884-4,2025-07-23,2025-08-09,BR003
TXN002860,M31414,978-0-523-04588-7,2025-05-11,2025-05-23,BR002
TXN002861,M54323,978-1-71921-496-4,2024-10-22,,BR013
TXN002862,M62502,978-1-946021-24-3,2025-10-18,2025-10-31,BR007
TXN002863,M30314,978-1-880061-67-1,2025-02-10,2025-02-16,BR014
TXN002864,M25105,978-0-7741-7430-5,2024-10-21,2024-11-11,BR004
TXN002865,M99590,978-1-359-89334-5,2026-04-03,2026-04-11,BR011
TXN002866,M72743,,2025-01-13,2025-01-18,BR004
TXN002867,M28045,978-1-149-00385-5,2025-05-16,2025-06-07,BR007
TXN002868,M61879,,2024-10-20,2024-10-21,BR013
TXN002869,M97771,978-0-320-36686-4,2025-12-26,,BR009
TXN002870,M36230,978-0-7321-4644-3,2026-01-22,2026-01-23,BR004
TXN002871,M55794,978-1-106-61690-6,2024-07-17,2024-08-15,BR015
TXN002872,M31519,978-0-286-34255-1,2024-09-30,,BR009
TXN002873,M92271,978-0-361-13711-9,2025-01-17,2025-02-03,BR005
TXN002874,M60910,978-0-200-72024-3,2024-07-02,2024-07-13,BR013
TXN002875,M35660,978-1-03-423622-1,2025-01-29,2025-02-08,BR007
TXN002876,M69198,,21/08/2025,2025-09-12,BR010
TXN002877,M77083,978-0-88781-794-6,2024-07-30,2024-08-12,BR003
TXN002878,M23989,978-0-486-40104-1,2024-10-26,2024-11-19,BR004
TXN002879,M49139,978-1-326-53060-0,2025-03-05,2025-03-15,BR015
TXN002880,M57308,978-1-81554-203-9,2025-12-03,2025-12-30,BR010
TXN002881,M43073,978-0-595-32787-4,2026-05-28,,BR005
TXN002882,M33713,978-0-604-61540-4,2026-04-01,2026-04-14,BR008
TXN002883,M52907,978-0-8073-9200-3,2024-09-16,2024-10-16,BR010
TXN002884,M74445,978-1-346-08736-8,2025-01-19,2025-02-10,BR005
TXN002885,M42573,978-0-03-342342-7,2025-06-02,,BR015
TXN002886,M14089,978-1-77109-324-8,2024-08-03,2024-08-13,BR005
TXN002887,M68334,978-1-79058-304-1,2025-04-26,,BR003
TXN002888,M58241,978-0-582-95829-6,2026-05-25,2026-06-06,BR007
TXN002889,M19974,978-0-323-70589-9,2025-05-16,2025-06-14,BR005
TXN002890,M25738,978-0-586-90170-0,2025-03-30,2025-04-28,BR008
TXN002891,M36825,978-0-12-038750-2,2024-08-09,2024-08-25,BR015
TXN002892,M32882,,2024-12-21,2025-01-05,BR002
TXN002893,M85992,978-0-8190-2217-2,2024-10-25,,BR005
TXN002894,M83823,978-1-390-63757-1,2024-09-23,,BR004
TXN002895,M98869,978-0-11-554262-6,2025-08-22,2025-09-06,BR008
TXN002896,M64057,978-0-04-709521-4,2025-04-10,2025-05-02,BR010
TXN002897,M18258,978-0-467-39190-3,2026-03-05,2026-03-21,BR012
TXN002898,M36568,978-1-84168-784-1,2025-09-27,2025-10-25,BR011
TXN002899,M34650,978-1-84738-577-2,2026-01-27,,BR013
TXN002900,M95220,,2024-08-12,2024-08-26,BR010
TXN002901,M83261,978-1-233-44666-7,2025-12-17,2026-01-14,BR013
TXN002902,M16198,978-1-947386-46-4,2025-05-04,2025-05-31,BR010
TXN002903,M71928,978-0-687-71569-5,2025-03-10,2025-04-03,BR011
TXN002904,M82223,978-0-291-58542-4,2025-04-16,2025-04-30,BR012
TXN002905,M32801,978-1-67285-021-6,2025-08-19,2025-09-13,BR008
TXN002906,M48331,978-0-620-16633-1,2026-04-26,2026-05-08,BR011
TXN002907,M66585,978-0-587-18452-2,20/09/2024,2024-10-20,BR015
TXN002908,M57011,978-1-933686-09-7,2025-12-08,2025-12-30,BR013
TXN002909,M31532,978-1-59783-354-7,2026-06-17,2026-07-08,BR009
TXN002910,M29012,978-0-303-84691-8,2026-04-30,2026-05-06,BR011
TXN002911,M85195,978-1-4460-0452-4,2025-07-15,2025-07-18,BR014
TXN002912,M64916,978-1-62164-834-5,2025-01-15,,BR009
TXN002913,M23607,978-1-7353236-6-4,2025-03-13,2025-03-19,BR015
TXN002914,M39724,978-1-69370-632-5,2024-12-05,2024-12-29,BR008
TXN002915,M58932,978-0-10-108965-4,2024-12-29,2025-01-11,BR009
TXN002916,M38714,978-0-260-08228-2,2026-04-23,2026-04-27,  BR012 
TXN002917,M39597,978-1-203-51919-3,2024-08-21,2024-09-19,BR003
TXN002918,M34684,978-0-7085-5360-2,2026-04-22,2026-04-27,BR013
TXN002919,M19464,978-0-18-039662-9,2024-07-19,2024-07-29,BR004
TXN002920,M37426,978-1-179-45491-7,2024-07-24,2024-07-25,BR014
TXN002921,M14076,978-1-391-64970-2,2026-04-10,2026-05-02,BR003
TXN002922,M19350,978-1-81182-292-0,2024-11-01,2024-11-13,BR002
TXN002923,M96715,978-1-160-33841-7,2025-07-28,2025-08-09,BR005
TXN002924,M37321,978-0-14-696136-6,2025-03-31,2025-04-20,BR015
TXN002925,M87769,,2025-04-21,2025-05-07,BR008
TXN002926,M51894,978-1-74130-753-5,2024-07-24,2024-08-19,BR012
TXN002927,M60299,978-1-958146-71-2,2024-08-11,2024-08-31,BR007
TXN002928,M56013,978-1-387-15154-7,2026-01-28,2026-02-13,  BR001 
TXN002929,M21380,978-1-7341591-0-3,2024-10-13,,BR002
TXN002930,M92745,978-0-583-04077-8,22/05/2026,2026-05-30,BR007
TXN002931,M89116,978-1-966033-41-7,2024-09-08,2024-10-03,BR006
TXN002932,M69139,978-0-392-01029-0,03/22/2025,,BR002
TXN002933,M26827,978-1-78686-337-9,2025-11-21,2025-11-24,BR015
TXN002934,,978-0-358-96933-4,2026-02-26,2026-03-24,BR012
TXN002935,M80210,978-1-189-14117-3,02/15/2025,2025-03-10,BR005
TXN002936,M77729,978-0-664-74264-5,2025-09-13,2025-09-15,BR005
TXN002937,M48048,978-1-4456-5726-4,2025-06-10,2025-07-07,BR002
TXN002938,M20069,978-1-284-70344-3,2026-01-30,,BR004
TXN002939,M95704,978-0-88193-768-8,12/04/2026,2026-04-20,BR001
TXN002940,M54573,978-0-926890-09-1,04/24/2025,2025-05-17,BR014
TXN002941,M68283,978-1-66905-510-5,2025-03-03,2025-03-08,BR002
TXN002942,M89325,978-1-117-88280-2,05/10/2025,2025-06-02,BR008
TXN002943,M66357,,18/12/2024,2024-12-30,BR009
TXN002944,M93208,978-1-257-95990-7,24/05/2026,,BR008
TXN002945,M67185,978-1-157-28143-6,2025-11-08,,BR002
TXN002946,M44442,978-1-138-45315-9,2024-12-01,2024-12-31,BR008
TXN002947,M41880,978-1-153-98854-4,2026-04-18,,BR002
TXN002948,M21321,978-0-341-03469-8,2024-11-08,2024-11-26,BR008
TXN002949,M58931,978-0-7886-9858-3,2025-06-27,2025-07-19,BR002
TXN002950,M34315,978-1-09-013806-4,2024-08-03,,BR009
TXN002951,M36535,978-1-4463-0600-0,2025-01-25,2025-01-26,BR012
TXN002952,M58740,978-1-59615-865-8,2024-08-26,2024-09-04,BR002
TXN002953,M86752,978-0-06-661799-2,2025-11-12,2025-11-23,BR015
TXN002954,M41939,978-0-430-17646-9,2026-05-12,2026-05-28,BR004
TXN002955,M72748,978-1-77524-014-3,2025-05-30,2025-06-20,BR007
TXN002956,M80962,978-0-12-309407-0,2024-10-29,2024-11-26,BR003
TXN002957,M76829,978-0-06-980420-7,2025-08-14,2025-08-17,BR008
TXN002958,M84207,978-1-79365-611-7,2025-01-01,2025-01-09,BR014
TXN002959,M44402,978-1-69243-435-9,2026-05-11,2026-06-05,BR001
TXN002960,M61724,,2025-09-09,2025-09-21,BR011
TXN002961,M61219,978-1-393-13215-8,2025-02-28,2025-03-16,BR012
TXN002962,M90595,978-1-06-289513-1,05/07/2025,2025-08-02,BR015
TXN002963,M93275,978-1-62378-861-2,2024-11-17,2024-12-12,BR009
TXN002964,,978-1-870021-76-0,2025-04-18,,BR007
TXN002965,M21120,978-0-14-837537-6,2026-05-12,2026-05-24,BR013
TXN002966,M46357,978-0-534-23867-4,2024-10-28,2024-11-27,BR011
TXN002967,M54758,978-0-290-00590-9,2025-12-13,2025-12-23,BR010
TXN002968,M71592,978-0-369-30914-3,2024-07-24,2024-08-16,BR013
TXN002969,M87274,978-1-121-76208-4,2025-06-20,2025-07-09,BR010
TXN002970,M27991,978-1-68536-649-0,2025-04-12,2025-04-23,BR012
TXN002971,M79827,978-1-4846-3122-5,2026-04-09,2026-05-09,BR005
TXN002972,M45553,978-0-19-105071-8,2025-10-11,2025-11-10,BR009
TXN002973,M52488,978-1-55761-867-2,2025-10-31,2025-11-10,BR004
TXN002974,M35145,978-0-695-77526-1,2025-07-22,2025-07-31,BR011
TXN002975,M88349,978-0-903397-05-6,2026-05-29,2026-06-24,BR013
TXN002976,M28255,978-0-567-26208-0,22/04/2026,2026-05-04,BR004
TXN002977,M81142,978-0-251-44881-3,2026-01-08,2026-01-25,BR013
TXN002978,M32729,978-1-02-599851-0,2025-07-12,2025-08-01,BR011
TXN002979,M93026,978-1-158-02909-9,2024-09-24,2024-10-10,BR015
TXN002980,M59151,978-0-7655-4761-3,2024-08-15,2024-09-03,BR012
TXN002981,M70172,978-0-362-68040-9,2024-11-28,2024-12-07,BR005
TXN002982,M26309,978-0-905509-57-0,20/10/2025,,BR007
TXN002983,M34763,978-1-07-610870-8,2024-11-02,2024-12-02,BR015
TXN002984,M82174,978-0-577-20441-4,2026-05-13,2026-05-20,BR009
TXN002985,M44825,978-1-366-93327-0,2024-10-17,2024-11-06,BR011
TXN002986,M24166,978-0-9909006-4-1,2024-11-28,2024-12-04,BR006
TXN002987,M26110,978-0-239-43129-5,2024-12-09,2024-12-18,BR001
TXN002988,,978-0-673-47853-5,2026-05-06,2026-06-05,BR003
TXN002989,M65478,978-1-76988-012-6,2024-10-28,,BR001
TXN002990,M54250,978-0-7941-9324-9,2024-11-30,2024-12-08,BR005
TXN002991,M38893,978-1-09-270400-7,2025-06-25,2025-07-13,BR013
TXN002992,M56340,978-1-304-48360-7,2024-08-01,2024-08-12,BR001
TXN002993,M38819,978-0-287-45120-7,2025-01-25,2025-01-26,BR004
TXN002994,M31023,978-1-103-44442-7,2025-07-18,2025-07-22,BR013
TXN002995,M42269,978-1-967908-98-1,07/21/2024,2024-07-27,BR004
TXN002996,M32746,978-1-55985-160-2,2025-10-20,,BR002
TXN002997,M97970,978-1-897531-15-0,2025-10-02,2025-10-15,BR014
TXN002998,M68479,978-0-01-749075-9,2025-01-08,,BR014
TXN002999,M68213,978-0-01-828523-1,2025-08-06,2025-08-19,BR014
TXN003000,M13018,978-0-331-83611-0,2025-09-18,2025-10-04,BR004
TXN003001,M67232,978-0-297-19884-0,2025-08-05,2025-08-21,BR006
TXN003002,M76526,978-0-647-92149-4,2025-04-25,2025-04-30,BR010
TXN003003,M20139,978-1-888680-41-6,2025-01-19,2025-01-26,BR003
TXN003004,M38564,978-0-7996-5857-6,2024-09-18,2024-09-28,BR005
TXN003005,M40263,978-0-85670-207-5,2026-05-14,2026-06-02,BR001
TXN003006,M41991,978-1-9821-8274-8,31/10/2024,2024-11-01,BR008
TXN003007,M60969,978-1-194-11839-9,2024-09-14,,BR007
TXN003008,M67185,978-0-617-34479-7,2025-12-11,2025-12-23,BR002
